hidden_layers,activation,epochs,learning_rate,batch_size,accuracy,mae,mse,r2
"[32, 64]",tanh,250,0.001,512,0.8163333333333334,0.18366666666666667,0.18366666666666667,-0.0662674238046943
"[32, 64]",tanh,250,0.0001,16,0.8005,0.1995,0.1995,-0.15818702930509887
"[32, 64]",tanh,250,0.0001,32,0.8041666666666667,0.19583333333333333,0.19583333333333333,-0.13690038382079472
"[32, 64]",tanh,250,0.0001,64,0.8006666666666666,0.19933333333333333,0.19933333333333333,-0.1572194545103578
"[32, 64]",tanh,250,0.0001,128,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
"[32, 64]",tanh,250,0.0001,256,0.8061666666666667,0.19383333333333333,0.19383333333333333,-0.12528948628390135
"[32, 64]",tanh,250,0.0001,512,0.8025,0.1975,0.1975,-0.14657613176820572
"[32, 64]",linear,1,10.0,16,0.4256666666666667,0.5743333333333334,0.5743333333333334,-2.334262742677837
"[32, 64]",linear,1,10.0,32,0.5731666666666667,0.42683333333333334,0.42683333333333334,-1.4779590493319619
"[32, 64]",linear,1,10.0,64,0.43683333333333335,0.5631666666666667,0.5631666666666667,-2.269435231430183
"[32, 64]",linear,1,10.0,128,0.5763333333333334,0.4236666666666667,0.4236666666666667,-1.4595751282318807
"[32, 64]",linear,1,10.0,256,0.6003333333333334,0.39966666666666667,0.39966666666666667,-1.320244357789162
"[32, 64]",linear,1,10.0,512,0.5981666666666666,0.4018333333333333,0.4018333333333333,-1.3328228301207967
"[32, 64]",linear,1,1.0,16,0.7708333333333334,0.22916666666666666,0.22916666666666666,-0.3304153427690151
"[32, 64]",linear,1,1.0,32,0.7606666666666667,0.23933333333333334,0.23933333333333334,-0.38943740524822235
"[32, 64]",linear,1,1.0,64,0.564,0.436,0.436,-1.5311756630427222
"[32, 64]",linear,1,1.0,128,0.4673333333333333,0.5326666666666666,0.5326666666666666,-2.0923690439925617
"[32, 64]",linear,1,1.0,256,0.3675,0.6325,0.6325,-2.6719463460424815
"[32, 64]",linear,1,1.0,512,0.6926666666666667,0.30733333333333335,0.30733333333333335,-0.7842079215025919
"[32, 64]",linear,1,0.1,16,0.7908333333333334,0.20916666666666667,0.20916666666666667,-0.2143063674000829
"[32, 64]",linear,1,0.1,32,0.7408333333333333,0.25916666666666666,0.25916666666666666,-0.5045788058224134
"[32, 64]",linear,1,0.1,64,0.7316666666666667,0.2683333333333333,0.2683333333333333,-0.557795419533174
"[32, 64]",linear,1,0.1,128,0.785,0.215,0.215,-0.24817148521602128
"[32, 64]",linear,1,0.1,256,0.7161666666666666,0.2838333333333333,0.2838333333333333,-0.6477798754440964
"[32, 64]",linear,1,0.1,512,0.7121666666666666,0.28783333333333333,0.28783333333333333,-0.671001670517883
"[32, 64]",linear,1,0.01,16,0.5145,0.4855,0.4855,-1.8185453770808295
"[32, 64]",linear,1,0.01,32,0.7091666666666666,0.29083333333333333,0.29083333333333333,-0.6884180168232228
"[32, 64]",linear,1,0.01,64,0.7206666666666667,0.2793333333333333,0.2793333333333333,-0.6216553559860867
"[32, 64]",linear,1,0.01,128,0.6965,0.3035,0.3035,-0.7619537012235464
"[32, 64]",linear,1,0.01,256,0.771,0.229,0.229,-0.329447767974274
"[32, 64]",linear,1,0.01,512,0.7955,0.2045,0.2045,-0.18721427314733208
"[32, 64]",linear,1,0.001,16,0.755,0.245,0.245,-0.42233494826941964
"[32, 64]",linear,1,0.001,32,0.6588333333333334,0.3411666666666667,0.3411666666666667,-0.9806256048350355
"[32, 64]",linear,1,0.001,64,0.7491666666666666,0.25083333333333335,0.25083333333333335,-0.45620006608535824
"[32, 64]",linear,1,0.001,128,0.545,0.455,0.455,-1.6414791896432082
"[32, 64]",linear,1,0.001,256,0.41983333333333334,0.5801666666666667,0.5801666666666667,-2.3681278604937757
"[32, 64]",linear,1,0.001,512,0.5233333333333333,0.4766666666666667,0.4766666666666667,-1.7672639129595513
"[32, 64]",linear,1,0.0001,16,0.27466666666666667,0.7253333333333334,0.7253333333333334,-3.210885506713275
"[32, 64]",linear,1,0.0001,32,0.299,0.701,0.701,-3.0696195866810747
"[32, 64]",linear,1,0.0001,64,0.476,0.524,0.524,-2.0420551546660244
"[32, 64]",linear,1,0.0001,128,0.383,0.617,0.617,-2.581961890131559
"[32, 64]",linear,1,0.0001,256,0.48833333333333334,0.5116666666666667,0.5116666666666667,-1.9704546198551829
"[32, 64]",linear,1,0.0001,512,0.43516666666666665,0.5648333333333333,0.5648333333333333,-2.2791109793775943
"[32, 64]",linear,10,10.0,16,0.5255,0.4745,0.4745,-1.754685440627917
"[32, 64]",linear,10,10.0,32,0.44616666666666666,0.5538333333333333,0.5538333333333333,-2.2152510429246814
"[32, 64]",linear,10,10.0,64,0.6756666666666666,0.3243333333333333,0.3243333333333333,-0.8829005505661842
"[32, 64]",linear,10,10.0,128,0.6946666666666667,0.30533333333333335,0.30533333333333335,-0.7725970239656985
"[32, 64]",linear,10,10.0,256,0.4698333333333333,0.5301666666666667,0.5301666666666667,-2.077855422071445
"[32, 64]",linear,10,10.0,512,0.5131666666666667,0.48683333333333334,0.48683333333333334,-1.8262859754387586
"[32, 64]",linear,10,1.0,16,0.3516666666666667,0.6483333333333333,0.6483333333333333,-2.7638659515428863
"[32, 64]",linear,10,1.0,32,0.6956666666666667,0.30433333333333334,0.30433333333333334,-0.766791575197252
"[32, 64]",linear,10,1.0,64,0.731,0.269,0.269,-0.5616657187121383
"[32, 64]",linear,10,1.0,128,0.5018333333333334,0.49816666666666665,0.49816666666666665,-1.8920810614811536
"[32, 64]",linear,10,1.0,256,0.7145,0.2855,0.2855,-0.6574556233915074
"[32, 64]",linear,10,1.0,512,0.666,0.334,0.334,-0.939019888661168
"[32, 64]",linear,10,0.1,16,0.5471666666666667,0.4528333333333333,0.4528333333333333,-1.628900717311574
"[32, 64]",linear,10,0.1,32,0.532,0.468,0.468,-1.716950023633014
"[32, 64]",linear,10,0.1,64,0.7561666666666667,0.24383333333333335,0.24383333333333335,-0.4155619247062321
"[32, 64]",linear,10,0.1,128,0.777,0.223,0.223,-0.2946150753635943
"[32, 64]",linear,10,0.1,256,0.7918333333333333,0.20816666666666667,0.20816666666666667,-0.20850091863163622
"[32, 64]",linear,10,0.1,512,0.8025,0.1975,0.1975,-0.14657613176820572
"[32, 64]",linear,10,0.01,16,0.8095,0.1905,0.1905,-0.10593799038907936
"[32, 64]",linear,10,0.01,32,0.8131666666666667,0.18683333333333332,0.18683333333333332,-0.08465134490477522
"[32, 64]",linear,10,0.01,64,0.8085,0.1915,0.1915,-0.11174343915752605
"[32, 64]",linear,10,0.01,128,0.8125,0.1875,0.1875,-0.08852164408373953
"[32, 64]",linear,10,0.01,256,0.8096666666666666,0.19033333333333333,0.19033333333333333,-0.10497041559433828
"[32, 64]",linear,10,0.01,512,0.8065,0.1935,0.1935,-0.1233543366944192
"[32, 64]",linear,10,0.001,16,0.6925,0.3075,0.3075,-0.785175496297333
"[32, 64]",linear,10,0.001,32,0.8046666666666666,0.19533333333333333,0.19533333333333333,-0.13399765943657127
"[32, 64]",linear,10,0.001,64,0.7911666666666667,0.20883333333333334,0.20883333333333334,-0.21237121781060053
"[32, 64]",linear,10,0.001,128,0.7978333333333333,0.20216666666666666,0.20216666666666666,-0.17366822602095655
"[32, 64]",linear,10,0.001,256,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
"[32, 64]",linear,10,0.001,512,0.7943333333333333,0.20566666666666666,0.20566666666666666,-0.19398729671051962
"[32, 64]",linear,10,0.0001,16,0.324,0.676,0.676,-2.924483367469909
"[32, 64]",linear,10,0.0001,32,0.4635,0.5365,0.5365,-2.1146232642716067
"[32, 64]",linear,10,0.0001,64,0.6436666666666667,0.35633333333333334,0.35633333333333334,-1.0686749111564757
"[32, 64]",linear,10,0.0001,128,0.476,0.524,0.524,-2.0420551546660244
"[32, 64]",linear,10,0.0001,256,0.491,0.509,0.509,-1.9549734231393252
"[32, 64]",linear,10,0.0001,512,0.5503333333333333,0.44966666666666666,0.44966666666666666,-1.6105167962114928
"[32, 64]",linear,25,10.0,16,0.7271666666666666,0.2728333333333333,0.2728333333333333,-0.5839199389911838
"[32, 64]",linear,25,10.0,32,0.8093333333333333,0.19066666666666668,0.19066666666666668,-0.10690556518382044
"[32, 64]",linear,25,10.0,64,0.4285,0.5715,0.5715,-2.3178139711672383
"[32, 64]",linear,25,10.0,128,0.765,0.235,0.235,-0.36428046058495367
"[32, 64]",linear,25,10.0,256,0.7635,0.2365,0.2365,-0.3729886337376236
"[32, 64]",linear,25,10.0,512,0.41733333333333333,0.5826666666666667,0.5826666666666667,-2.382641482414892
"[32, 64]",linear,25,1.0,16,0.7836666666666666,0.21633333333333332,0.21633333333333332,-0.2559120835739501
"[32, 64]",linear,25,1.0,32,0.7006666666666667,0.29933333333333334,0.29933333333333334,-0.7377643313550188
"[32, 64]",linear,25,1.0,64,0.7735,0.2265,0.2265,-0.3149341460531574
"[32, 64]",linear,25,1.0,128,0.6326666666666667,0.36733333333333335,0.36733333333333335,-1.1325348476093886
"[32, 64]",linear,25,1.0,256,0.6558333333333334,0.3441666666666667,0.3441666666666667,-0.9980419511403753
"[32, 64]",linear,25,1.0,512,0.7441666666666666,0.25583333333333336,0.25583333333333336,-0.48522730992759144
"[32, 64]",linear,25,0.1,16,0.7723333333333333,0.22766666666666666,0.22766666666666666,-0.32170716961634516
"[32, 64]",linear,25,0.1,32,0.7565,0.2435,0.2435,-0.4136267751167497
"[32, 64]",linear,25,0.1,64,0.803,0.197,0.197,-0.1436734073839825
"[32, 64]",linear,25,0.1,128,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
"[32, 64]",linear,25,0.1,256,0.7691666666666667,0.23083333333333333,0.23083333333333333,-0.34009109071642607
"[32, 64]",linear,25,0.1,512,0.7835,0.2165,0.2165,-0.2568796583686912
"[32, 64]",linear,25,0.01,16,0.8095,0.1905,0.1905,-0.10593799038907936
"[32, 64]",linear,25,0.01,32,0.8066666666666666,0.19333333333333333,0.19333333333333333,-0.12238676189967812
"[32, 64]",linear,25,0.01,64,0.8036666666666666,0.19633333333333333,0.19633333333333333,-0.13980310820501796
"[32, 64]",linear,25,0.01,128,0.8055,0.1945,0.1945,-0.12915978546286588
"[32, 64]",linear,25,0.01,256,0.8043333333333333,0.19566666666666666,0.19566666666666666,-0.13593280902605365
"[32, 64]",linear,25,0.01,512,0.8051666666666667,0.19483333333333333,0.19483333333333333,-0.13109493505234804
"[32, 64]",linear,25,0.001,16,0.7968333333333333,0.20316666666666666,0.20316666666666666,-0.17947367478940324
"[32, 64]",linear,25,0.001,32,0.8003333333333333,0.19966666666666666,0.19966666666666666,-0.15915460409983995
"[32, 64]",linear,25,0.001,64,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
"[32, 64]",linear,25,0.001,128,0.8016666666666666,0.19833333333333333,0.19833333333333333,-0.1514140057419111
"[32, 64]",linear,25,0.001,256,0.8013333333333333,0.19866666666666666,0.19866666666666666,-0.15334915533139348
"[32, 64]",linear,25,0.001,512,0.7983333333333333,0.20166666666666666,0.20166666666666666,-0.17076550163673332
"[32, 64]",linear,25,0.0001,16,0.6076666666666667,0.3923333333333333,0.3923333333333333,-1.2776710668205538
"[32, 64]",linear,25,0.0001,32,0.7411666666666666,0.25883333333333336,0.25883333333333336,-0.5026436562329313
"[32, 64]",linear,25,0.0001,64,0.7276666666666667,0.2723333333333333,0.2723333333333333,-0.5810172146069603
"[32, 64]",linear,25,0.0001,128,0.7253333333333334,0.27466666666666667,0.27466666666666667,-0.5945632617333358
"[32, 64]",linear,25,0.0001,256,0.6251666666666666,0.37483333333333335,0.37483333333333335,-1.1760757133727382
"[32, 64]",linear,25,0.0001,512,0.546,0.454,0.454,-1.6356737408747613
"[32, 64]",linear,50,10.0,16,0.45666666666666667,0.5433333333333333,0.5433333333333333,-2.154293830855992
"[32, 64]",linear,50,10.0,32,0.6986666666666667,0.30133333333333334,0.30133333333333334,-0.7493752288919122
"[32, 64]",linear,50,10.0,64,0.8013333333333333,0.19866666666666666,0.19866666666666666,-0.15334915533139348
"[32, 64]",linear,50,10.0,128,0.7453333333333333,0.25466666666666665,0.25466666666666665,-0.4784542863644037
"[32, 64]",linear,50,10.0,256,0.37833333333333335,0.6216666666666667,0.6216666666666667,-2.60905398438431
"[32, 64]",linear,50,10.0,512,0.347,0.653,0.653,-2.790958045795637
"[32, 64]",linear,50,1.0,16,0.7511666666666666,0.24883333333333332,0.24883333333333332,-0.4445891685484651
"[32, 64]",linear,50,1.0,32,0.6951666666666667,0.30483333333333335,0.30483333333333335,-0.7696942995814753
"[32, 64]",linear,50,1.0,64,0.6901666666666667,0.30983333333333335,0.30983333333333335,-0.7987215434237083
"[32, 64]",linear,50,1.0,128,0.796,0.204,0.204,-0.18431154876310862
"[32, 64]",linear,50,1.0,256,0.5158333333333334,0.4841666666666667,0.4841666666666667,-1.810804778722901
"[32, 64]",linear,50,1.0,512,0.6798333333333333,0.32016666666666665,0.32016666666666665,-0.8587111806976566
"[32, 64]",linear,50,0.1,16,0.8096666666666666,0.19033333333333333,0.19033333333333333,-0.10497041559433828
"[32, 64]",linear,50,0.1,32,0.8025,0.1975,0.1975,-0.14657613176820572
"[32, 64]",linear,50,0.1,64,0.8111666666666667,0.18883333333333333,0.18883333333333333,-0.09626224244166837
"[32, 64]",linear,50,0.1,128,0.8085,0.1915,0.1915,-0.11174343915752605
"[32, 64]",linear,50,0.1,256,0.623,0.377,0.377,-1.1886541857043724
"[32, 64]",linear,50,0.1,512,0.8105,0.1895,0.1895,-0.1001325416206329
"[32, 64]",linear,50,0.01,16,0.8086666666666666,0.19133333333333333,0.19133333333333333,-0.11077586436278497
"[32, 64]",linear,50,0.01,32,0.8086666666666666,0.19133333333333333,0.19133333333333333,-0.11077586436278497
"[32, 64]",linear,50,0.01,64,0.8086666666666666,0.19133333333333333,0.19133333333333333,-0.11077586436278497
"[32, 64]",linear,50,0.01,128,0.8093333333333333,0.19066666666666668,0.19066666666666668,-0.10690556518382044
"[32, 64]",linear,50,0.01,256,0.8061666666666667,0.19383333333333333,0.19383333333333333,-0.12528948628390135
"[32, 64]",linear,50,0.01,512,0.809,0.191,0.191,-0.10884071477330282
"[32, 64]",linear,50,0.001,16,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
"[32, 64]",linear,50,0.001,32,0.8071666666666667,0.19283333333333333,0.19283333333333333,-0.11948403751545489
"[32, 64]",linear,50,0.001,64,0.8036666666666666,0.19633333333333333,0.19633333333333333,-0.13980310820501796
"[32, 64]",linear,50,0.001,128,0.8061666666666667,0.19383333333333333,0.19383333333333333,-0.12528948628390135
"[32, 64]",linear,50,0.001,256,0.8045,0.1955,0.1955,-0.13496523423131257
"[32, 64]",linear,50,0.001,512,0.8071666666666667,0.19283333333333333,0.19283333333333333,-0.11948403751545489
"[32, 64]",linear,50,0.0001,16,0.6806666666666666,0.31933333333333336,0.31933333333333336,-0.8538733067239512
"[32, 64]",linear,50,0.0001,32,0.708,0.292,0.292,-0.6951910403864106
"[32, 64]",linear,50,0.0001,64,0.603,0.397,0.397,-1.3047631610733048
"[32, 64]",linear,50,0.0001,128,0.7396666666666667,0.26033333333333336,0.26033333333333336,-0.5113518293856012
"[32, 64]",linear,50,0.0001,256,0.6545,0.3455,0.3455,-1.0057825494983041
"[32, 64]",linear,50,0.0001,512,0.7356666666666667,0.2643333333333333,0.2643333333333333,-0.5345736244593875
"[32, 64]",linear,100,10.0,16,0.486,0.514,0.514,-1.984000666981558
"[32, 64]",linear,100,10.0,32,0.757,0.243,0.243,-0.4107240507325265
"[32, 64]",linear,100,10.0,64,0.7406666666666667,0.25933333333333336,0.25933333333333336,-0.5055463806171545
"[32, 64]",linear,100,10.0,128,0.7765,0.2235,0.2235,-0.29751779974781756
"[32, 64]",linear,100,10.0,256,0.8048333333333333,0.19516666666666665,0.19516666666666665,-0.1330300846418302
"[32, 64]",linear,100,10.0,512,0.7695,0.2305,0.2305,-0.3381559411269439
"[32, 64]",linear,100,1.0,16,0.7825,0.2175,0.2175,-0.2626851071371379
"[32, 64]",linear,100,1.0,32,0.7951666666666667,0.20483333333333334,0.20483333333333334,-0.18914942273681423
"[32, 64]",linear,100,1.0,64,0.7495,0.2505,0.2505,-0.4542649164958761
"[32, 64]",linear,100,1.0,128,0.7376666666666667,0.2623333333333333,0.2623333333333333,-0.5229627269224943
"[32, 64]",linear,100,1.0,256,0.6945,0.3055,0.3055,-0.7735645987604396
"[32, 64]",linear,100,1.0,512,0.7063333333333334,0.2936666666666667,0.2936666666666667,-0.7048667883338215
"[32, 64]",linear,100,0.1,16,0.809,0.191,0.191,-0.10884071477330282
"[32, 64]",linear,100,0.1,32,0.809,0.191,0.191,-0.10884071477330282
"[32, 64]",linear,100,0.1,64,0.8086666666666666,0.19133333333333333,0.19133333333333333,-0.11077586436278497
"[32, 64]",linear,100,0.1,128,0.8075,0.1925,0.1925,-0.11754888792597273
"[32, 64]",linear,100,0.1,256,0.8066666666666666,0.19333333333333333,0.19333333333333333,-0.12238676189967812
"[32, 64]",linear,100,0.1,512,0.8068333333333333,0.19316666666666665,0.19316666666666665,-0.12141918710493704
"[32, 64]",linear,100,0.01,16,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,100,0.01,32,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,100,0.01,64,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,100,0.01,128,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,100,0.01,256,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
"[32, 64]",linear,100,0.01,512,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,100,0.001,16,0.8071666666666667,0.19283333333333333,0.19283333333333333,-0.11948403751545489
"[32, 64]",linear,100,0.001,32,0.8083333333333333,0.19166666666666668,0.19166666666666668,-0.11271101395226713
"[32, 64]",linear,100,0.001,64,0.8076666666666666,0.19233333333333333,0.19233333333333333,-0.11658131313123143
"[32, 64]",linear,100,0.001,128,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
"[32, 64]",linear,100,0.001,256,0.8076666666666666,0.19233333333333333,0.19233333333333333,-0.11658131313123143
"[32, 64]",linear,100,0.001,512,0.8093333333333333,0.19066666666666668,0.19066666666666668,-0.10690556518382044
"[32, 64]",linear,100,0.0001,16,0.7988333333333333,0.20116666666666666,0.20116666666666666,-0.16786277725250986
"[32, 64]",linear,100,0.0001,32,0.7973333333333333,0.20266666666666666,0.20266666666666666,-0.17657095040517978
"[32, 64]",linear,100,0.0001,64,0.7878333333333334,0.21216666666666667,0.21216666666666667,-0.23172271370542274
"[32, 64]",linear,100,0.0001,128,0.7841666666666667,0.21583333333333332,0.21583333333333332,-0.2530093591897269
"[32, 64]",linear,100,0.0001,256,0.6648333333333334,0.33516666666666667,0.33516666666666667,-0.9457929122243558
"[32, 64]",linear,100,0.0001,512,0.7886666666666666,0.21133333333333335,0.21133333333333335,-0.22688483973171714
"[32, 64]",linear,250,10.0,16,0.462,0.538,0.538,-2.1233314374242767
"[32, 64]",linear,250,10.0,32,0.32016666666666665,0.6798333333333333,0.6798333333333333,-2.9467375877489546
"[32, 64]",linear,250,10.0,64,0.7475,0.2525,0.2525,-0.46587581403276923
"[32, 64]",linear,250,10.0,128,0.4106666666666667,0.5893333333333334,0.5893333333333334,-2.421344474204536
"[32, 64]",linear,250,10.0,256,0.7608333333333334,0.23916666666666667,0.23916666666666667,-0.38846983045348127
"[32, 64]",linear,250,10.0,512,0.7901666666666667,0.20983333333333334,0.20983333333333334,-0.21817666657904722
"[32, 64]",linear,250,1.0,16,0.2985,0.7015,0.7015,-3.0725223110652973
"[32, 64]",linear,250,1.0,32,0.768,0.232,0.232,-0.34686411427961383
"[32, 64]",linear,250,1.0,64,0.8103333333333333,0.18966666666666668,0.18966666666666668,-0.10110011641537398
"[32, 64]",linear,250,1.0,128,0.8011666666666667,0.19883333333333333,0.19883333333333333,-0.15431673012613456
"[32, 64]",linear,250,1.0,256,0.6013333333333334,0.39866666666666667,0.39866666666666667,-1.3144389090207156
"[32, 64]",linear,250,1.0,512,0.782,0.218,0.218,-0.2655878315213611
"[32, 64]",linear,250,0.1,16,0.808,0.192,0.192,-0.11464616354174928
"[32, 64]",linear,250,0.1,32,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,250,0.1,64,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,250,0.1,128,0.808,0.192,0.192,-0.11464616354174928
"[32, 64]",linear,250,0.1,256,0.8081666666666667,0.19183333333333333,0.19183333333333333,-0.1136785887470082
"[32, 64]",linear,250,0.1,512,0.8075,0.1925,0.1925,-0.11754888792597273
"[32, 64]",linear,250,0.01,16,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",linear,250,0.01,32,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
