hidden_layers,activation,epochs,learning_rate,batch_size,accuracy,mae,mse,r2
"[16, 32]",tanh,10,0.1,256,0.7858333333333334,0.21416666666666667,0.21416666666666667,-0.2433336112423159
"[16, 32]",tanh,10,0.1,512,0.8065,0.1935,0.1935,-0.1233543366944192
"[16, 32]",tanh,10,0.01,16,0.7981666666666667,0.20183333333333334,0.20183333333333334,-0.1717330764314744
"[16, 32]",tanh,10,0.01,32,0.806,0.194,0.194,-0.12625706107864265
"[16, 32]",tanh,10,0.01,64,0.7996666666666666,0.20033333333333334,0.20033333333333334,-0.16302490327880448
"[16, 32]",tanh,10,0.01,128,0.8025,0.1975,0.1975,-0.14657613176820572
"[16, 32]",tanh,10,0.01,256,0.8051666666666667,0.19483333333333333,0.19483333333333333,-0.13109493505234804
"[16, 32]",tanh,10,0.01,512,0.8056666666666666,0.19433333333333333,0.19433333333333333,-0.1281922106681248
"[16, 32]",tanh,10,0.001,16,0.22633333333333333,0.7736666666666666,0.7736666666666666,-3.491482197188195
"[16, 32]",tanh,10,0.001,32,0.6536666666666666,0.3463333333333333,0.3463333333333333,-1.0106204234720098
"[16, 32]",tanh,10,0.001,64,0.7965,0.2035,0.2035,-0.1814088243788854
"[16, 32]",tanh,10,0.001,128,0.6136666666666667,0.3863333333333333,0.3863333333333333,-1.242838374209874
"[16, 32]",tanh,10,0.001,256,0.6031666666666666,0.3968333333333333,0.3968333333333333,-1.3037955862785635
"[16, 32]",tanh,10,0.001,512,0.7793333333333333,0.22066666666666668,0.22066666666666668,-0.2810690282372188
"[16, 32]",tanh,10,0.0001,16,0.44016666666666665,0.5598333333333333,0.5598333333333333,-2.250083735535361
"[16, 32]",tanh,10,0.0001,32,0.30733333333333335,0.6926666666666667,0.6926666666666667,-3.0212408469440195
"[16, 32]",tanh,10,0.0001,64,0.6116666666666667,0.3883333333333333,0.3883333333333333,-1.2544492717467675
"[16, 32]",tanh,10,0.0001,128,0.5658333333333333,0.43416666666666665,0.43416666666666665,-1.5205323403005702
"[16, 32]",tanh,10,0.0001,256,0.72,0.28,0.28,-0.6255256551650512
"[16, 32]",tanh,10,0.0001,512,0.38516666666666666,0.6148333333333333,0.6148333333333333,-2.5693834177999246
"[16, 32]",tanh,25,10.0,16,0.7606666666666667,0.23933333333333334,0.23933333333333334,-0.38943740524822235
"[16, 32]",tanh,25,10.0,32,0.5751666666666667,0.42483333333333334,0.42483333333333334,-1.4663481517950685
"[16, 32]",tanh,25,10.0,64,0.7283333333333334,0.27166666666666667,0.27166666666666667,-0.577146915427996
"[16, 32]",tanh,25,10.0,128,0.7018333333333333,0.2981666666666667,0.2981666666666667,-0.7309913077918313
"[16, 32]",tanh,25,10.0,256,0.655,0.345,0.345,-1.0028798251140807
"[16, 32]",tanh,25,10.0,512,0.7301666666666666,0.2698333333333333,0.2698333333333333,-0.5665035926858439
"[16, 32]",tanh,25,1.0,16,0.46266666666666667,0.5373333333333333,0.5373333333333333,-2.1194611382453123
"[16, 32]",tanh,25,1.0,32,0.44233333333333336,0.5576666666666666,0.5576666666666666,-2.237505263203727
"[16, 32]",tanh,25,1.0,64,0.6521666666666667,0.3478333333333333,0.3478333333333333,-1.0193285966246797
"[16, 32]",tanh,25,1.0,128,0.761,0.239,0.239,-0.38750225565873997
"[16, 32]",tanh,25,1.0,256,0.7876666666666666,0.21233333333333335,0.21233333333333335,-0.23269028850016382
"[16, 32]",tanh,25,1.0,512,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
"[16, 32]",tanh,25,0.1,16,0.8058333333333333,0.19416666666666665,0.19416666666666665,-0.12722463587338373
"[16, 32]",tanh,25,0.1,32,0.8025,0.1975,0.1975,-0.14657613176820572
"[16, 32]",tanh,25,0.1,64,0.8065,0.1935,0.1935,-0.1233543366944192
"[16, 32]",tanh,25,0.1,128,0.8013333333333333,0.19866666666666666,0.19866666666666666,-0.15334915533139348
"[16, 32]",tanh,25,0.1,256,0.8041666666666667,0.19583333333333333,0.19583333333333333,-0.13690038382079472
"[16, 32]",tanh,25,0.1,512,0.807,0.193,0.193,-0.12045161231019597
"[16, 32]",tanh,25,0.01,16,0.8153333333333334,0.18466666666666667,0.18466666666666667,-0.07207287257314077
"[16, 32]",tanh,25,0.01,32,0.81,0.19,0.19,-0.10303526600485613
"[16, 32]",tanh,25,0.01,64,0.8116666666666666,0.18833333333333332,0.18833333333333332,-0.09335951805744513
"[16, 32]",tanh,25,0.01,128,0.8141666666666667,0.18583333333333332,0.18583333333333332,-0.07884589613632853
"[16, 32]",tanh,25,0.01,256,0.8091666666666667,0.19083333333333333,0.19083333333333333,-0.10787313997856152
"[16, 32]",tanh,25,0.01,512,0.8165,0.1835,0.1835,-0.06529984900995323
"[16, 32]",tanh,25,0.001,16,0.7978333333333333,0.20216666666666666,0.20216666666666666,-0.17366822602095655
"[16, 32]",tanh,25,0.001,32,0.7905,0.2095,0.2095,-0.21624151698956506
"[16, 32]",tanh,25,0.001,64,0.7903333333333333,0.20966666666666667,0.20966666666666667,-0.21720909178430614
"[16, 32]",tanh,25,0.001,128,0.7961666666666667,0.20383333333333334,0.20383333333333334,-0.18334397396836755
"[16, 32]",tanh,25,0.001,256,0.7945,0.2055,0.2055,-0.19301972191577854
"[16, 32]",tanh,25,0.001,512,0.7956666666666666,0.20433333333333334,0.20433333333333334,-0.18624669835259078
"[16, 32]",tanh,25,0.0001,16,0.567,0.433,0.433,-1.5137593167373824
"[16, 32]",tanh,25,0.0001,32,0.6503333333333333,0.3496666666666667,0.3496666666666667,-1.0299719193668317
"[16, 32]",tanh,25,0.0001,64,0.7473333333333333,0.25266666666666665,0.25266666666666665,-0.4668433888275103
"[16, 32]",tanh,25,0.0001,128,0.626,0.374,0.374,-1.1712378393990326
"[16, 32]",tanh,25,0.0001,256,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
"[16, 32]",tanh,25,0.0001,512,0.6275,0.3725,0.3725,-1.1625296662463627
"[16, 32]",tanh,50,10.0,16,0.6358333333333334,0.3641666666666667,0.3641666666666667,-1.1141509265093075
"[16, 32]",tanh,50,10.0,32,0.6646666666666666,0.3353333333333333,0.3353333333333333,-0.9467604870190969
"[16, 32]",tanh,50,10.0,64,0.7831666666666667,0.21683333333333332,0.21683333333333332,-0.2588148079581736
"[16, 32]",tanh,50,10.0,128,0.7521666666666667,0.24783333333333332,0.24783333333333332,-0.4387837197800184
"[16, 32]",tanh,50,10.0,256,0.6743333333333333,0.32566666666666666,0.32566666666666666,-0.8906411489241131
"[16, 32]",tanh,50,10.0,512,0.779,0.221,0.221,-0.28300417782670095
"[16, 32]",tanh,50,1.0,16,0.6328333333333334,0.36716666666666664,0.36716666666666664,-1.1315672728146473
"[16, 32]",tanh,50,1.0,32,0.7765,0.2235,0.2235,-0.29751779974781756
"[16, 32]",tanh,50,1.0,64,0.5801666666666667,0.41983333333333334,0.41983333333333334,-1.4373209079528357
"[16, 32]",tanh,50,1.0,128,0.716,0.284,0.284,-0.6487474502388375
"[16, 32]",tanh,50,1.0,256,0.6901666666666667,0.30983333333333335,0.30983333333333335,-0.7987215434237083
"[16, 32]",tanh,50,1.0,512,0.781,0.219,0.219,-0.2713932802898078
"[16, 32]",tanh,50,0.1,16,0.8145,0.1855,0.1855,-0.07691074654684638
"[16, 32]",tanh,50,0.1,32,0.814,0.186,0.186,-0.07981347093106961
"[16, 32]",tanh,50,0.1,64,0.8148333333333333,0.18516666666666667,0.18516666666666667,-0.07497559695736422
"[16, 32]",tanh,50,0.1,128,0.8165,0.1835,0.1835,-0.06529984900995323
"[16, 32]",tanh,50,0.1,256,0.8133333333333334,0.18666666666666668,0.18666666666666668,-0.08368377011003414
"[16, 32]",tanh,50,0.1,512,0.8143333333333334,0.18566666666666667,0.18566666666666667,-0.07787832134158745
"[16, 32]",tanh,50,0.01,16,0.8156666666666667,0.18433333333333332,0.18433333333333332,-0.07013772298365861
"[16, 32]",tanh,50,0.01,32,0.8145,0.1855,0.1855,-0.07691074654684638
"[16, 32]",tanh,50,0.01,64,0.8148333333333333,0.18516666666666667,0.18516666666666667,-0.07497559695736422
"[16, 32]",tanh,50,0.01,128,0.8123333333333334,0.18766666666666668,0.18766666666666668,-0.0894892188784806
"[16, 32]",tanh,50,0.01,256,0.8148333333333333,0.18516666666666667,0.18516666666666667,-0.07497559695736422
"[16, 32]",tanh,50,0.01,512,0.8171666666666667,0.18283333333333332,0.18283333333333332,-0.061429549830988694
"[16, 32]",tanh,50,0.001,16,0.8008333333333333,0.19916666666666666,0.19916666666666666,-0.15625187971561671
"[16, 32]",tanh,50,0.001,32,0.8001666666666667,0.19983333333333334,0.19983333333333334,-0.16012217889458102
"[16, 32]",tanh,50,0.001,64,0.8001666666666667,0.19983333333333334,0.19983333333333334,-0.16012217889458102
"[16, 32]",tanh,50,0.001,128,0.7971666666666667,0.20283333333333334,0.20283333333333334,-0.17753852519992086
"[16, 32]",tanh,50,0.001,256,0.8023333333333333,0.19766666666666666,0.19766666666666666,-0.1475437065629468
"[16, 32]",tanh,50,0.001,512,0.8028333333333333,0.19716666666666666,0.19716666666666666,-0.14464098217872356
"[16, 32]",tanh,50,0.0001,16,0.728,0.272,0.272,-0.5790820650174782
"[16, 32]",tanh,50,0.0001,32,0.2931666666666667,0.7068333333333333,0.7068333333333333,-3.1034847044970126
"[16, 32]",tanh,50,0.0001,64,0.5568333333333333,0.44316666666666665,0.44316666666666665,-1.5727813792165897
"[16, 32]",tanh,50,0.0001,128,0.39166666666666666,0.6083333333333333,0.6083333333333333,-2.531648000805022
"[16, 32]",tanh,50,0.0001,256,0.6846666666666666,0.31533333333333335,0.31533333333333335,-0.8306515116501647
"[16, 32]",tanh,50,0.0001,512,0.6701666666666667,0.3298333333333333,0.3298333333333333,-0.9148305187926407
"[16, 32]",tanh,100,10.0,16,0.7341666666666666,0.2658333333333333,0.2658333333333333,-0.5432817976120574
"[16, 32]",tanh,100,10.0,32,0.7058333333333333,0.2941666666666667,0.2941666666666667,-0.7077695127180448
"[16, 32]",tanh,100,10.0,64,0.5025,0.4975,0.4975,-1.8882107623021889
"[16, 32]",tanh,100,10.0,128,0.754,0.246,0.246,-0.4281403970378663
"[16, 32]",tanh,100,10.0,256,0.7875,0.2125,0.2125,-0.2336578632949049
"[16, 32]",tanh,100,10.0,512,0.77,0.23,0.23,-0.33525321674272046
"[16, 32]",tanh,100,1.0,16,0.7798333333333334,0.22016666666666668,0.22016666666666668,-0.27816630385299557
"[16, 32]",tanh,100,1.0,32,0.7843333333333333,0.21566666666666667,0.21566666666666667,-0.2520417843949858
"[16, 32]",tanh,100,1.0,64,0.7428333333333333,0.25716666666666665,0.25716666666666665,-0.49296790828552006
"[16, 32]",tanh,100,1.0,128,0.7685,0.2315,0.2315,-0.3439613898953904
"[16, 32]",tanh,100,1.0,256,0.7558333333333334,0.24416666666666667,0.24416666666666667,-0.41749707429571425
"[16, 32]",tanh,100,1.0,512,0.7966666666666666,0.20333333333333334,0.20333333333333334,-0.18044124958414431
"[16, 32]",tanh,100,0.1,16,0.8161666666666667,0.18383333333333332,0.18383333333333332,-0.06723499859943538
"[16, 32]",tanh,100,0.1,32,0.8141666666666667,0.18583333333333332,0.18583333333333332,-0.07884589613632853
"[16, 32]",tanh,100,0.1,64,0.8176666666666667,0.18233333333333332,0.18233333333333332,-0.05852682544676546
"[16, 32]",tanh,100,0.1,128,0.8156666666666667,0.18433333333333332,0.18433333333333332,-0.07013772298365861
"[16, 32]",tanh,100,0.1,256,0.815,0.185,0.185,-0.07400802216262314
"[16, 32]",tanh,100,0.1,512,0.8121666666666667,0.18783333333333332,0.18783333333333332,-0.09045679367322168
"[16, 32]",tanh,100,0.01,16,0.8165,0.1835,0.1835,-0.06529984900995323
"[16, 32]",tanh,100,0.01,32,0.8151666666666667,0.18483333333333332,0.18483333333333332,-0.07304044736788184
"[16, 32]",tanh,100,0.01,64,0.8178333333333333,0.18216666666666667,0.18216666666666667,-0.057559250652024385
"[16, 32]",tanh,100,0.01,128,0.8163333333333334,0.18366666666666667,0.18366666666666667,-0.0662674238046943
"[16, 32]",tanh,100,0.01,256,0.8166666666666667,0.18333333333333332,0.18333333333333332,-0.06433227421521215
"[16, 32]",tanh,100,0.01,512,0.8158333333333333,0.18416666666666667,0.18416666666666667,-0.06917014818891754
"[16, 32]",tanh,100,0.001,16,0.8091666666666667,0.19083333333333333,0.19083333333333333,-0.10787313997856152
"[16, 32]",tanh,100,0.001,32,0.8128333333333333,0.18716666666666668,0.18716666666666668,-0.08658649449425737
"[16, 32]",tanh,100,0.001,64,0.8096666666666666,0.19033333333333333,0.19033333333333333,-0.10497041559433828
"[16, 32]",tanh,100,0.001,128,0.8125,0.1875,0.1875,-0.08852164408373953
"[16, 32]",tanh,100,0.001,256,0.806,0.194,0.194,-0.12625706107864265
"[16, 32]",tanh,100,0.001,512,0.8103333333333333,0.18966666666666668,0.18966666666666668,-0.10110011641537398
"[16, 32]",tanh,100,0.0001,16,0.412,0.588,0.588,-2.4136038758466074
"[16, 32]",tanh,100,0.0001,32,0.776,0.224,0.224,-0.3004205241320408
"[16, 32]",tanh,100,0.0001,64,0.768,0.232,0.232,-0.34686411427961383
"[16, 32]",tanh,100,0.0001,128,0.5211666666666667,0.47883333333333333,0.47883333333333333,-1.7798423852911855
"[16, 32]",tanh,100,0.0001,256,0.7676666666666667,0.23233333333333334,0.23233333333333334,-0.348799263869096
"[16, 32]",tanh,100,0.0001,512,0.7925,0.2075,0.2075,-0.2046306194526719
"[16, 32]",tanh,250,10.0,16,0.7283333333333334,0.27166666666666667,0.27166666666666667,-0.577146915427996
"[16, 32]",tanh,250,10.0,32,0.7823333333333333,0.21766666666666667,0.21766666666666667,-0.26365268193187896
"[16, 32]",tanh,250,10.0,64,0.7558333333333334,0.24416666666666667,0.24416666666666667,-0.41749707429571425
"[16, 32]",tanh,250,10.0,128,0.4713333333333333,0.5286666666666666,0.5286666666666666,-2.069147248918775
"[16, 32]",tanh,250,10.0,256,0.7455,0.2545,0.2545,-0.4774867115696626
"[16, 32]",tanh,250,10.0,512,0.6408333333333334,0.3591666666666667,0.3591666666666667,-1.0851236826670747
"[16, 32]",tanh,250,1.0,16,0.779,0.221,0.221,-0.28300417782670095
"[16, 32]",tanh,250,1.0,32,0.8011666666666667,0.19883333333333333,0.19883333333333333,-0.15431673012613456
"[16, 32]",tanh,250,1.0,64,0.7295,0.2705,0.2705,-0.5703738918648082
"[16, 32]",tanh,250,1.0,128,0.7973333333333333,0.20266666666666666,0.20266666666666666,-0.17657095040517978
"[16, 32]",tanh,250,1.0,256,0.768,0.232,0.232,-0.34686411427961383
"[16, 32]",tanh,250,1.0,512,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
"[16, 32]",tanh,250,0.1,16,0.81,0.19,0.19,-0.10303526600485613
"[16, 32]",tanh,250,0.1,32,0.8053333333333333,0.19466666666666665,0.19466666666666665,-0.13012736025760696
"[16, 32]",tanh,250,0.1,64,0.8138333333333333,0.18616666666666667,0.18616666666666667,-0.08078104572581069
"[16, 32]",tanh,250,0.1,128,0.8126666666666666,0.18733333333333332,0.18733333333333332,-0.08755406928899845
"[16, 32]",tanh,250,0.1,256,0.813,0.187,0.187,-0.0856189196995163
"[16, 32]",tanh,250,0.1,512,0.8121666666666667,0.18783333333333332,0.18783333333333332,-0.09045679367322168
"[16, 32]",tanh,250,0.01,16,0.8158333333333333,0.18416666666666667,0.18416666666666667,-0.06917014818891754
"[16, 32]",tanh,250,0.01,32,0.8141666666666667,0.18583333333333332,0.18583333333333332,-0.07884589613632853
"[16, 32]",tanh,250,0.01,64,0.8185,0.1815,0.1815,-0.053688951473059854
"[16, 32]",tanh,250,0.01,128,0.8151666666666667,0.18483333333333332,0.18483333333333332,-0.07304044736788184
"[16, 32]",tanh,250,0.01,256,0.8163333333333334,0.18366666666666667,0.18366666666666667,-0.0662674238046943
"[16, 32]",tanh,250,0.01,512,0.8161666666666667,0.18383333333333332,0.18383333333333332,-0.06723499859943538
"[16, 32]",tanh,250,0.001,16,0.8128333333333333,0.18716666666666668,0.18716666666666668,-0.08658649449425737
"[16, 32]",tanh,250,0.001,32,0.8135,0.1865,0.1865,-0.08271619531529306
"[16, 32]",tanh,250,0.001,64,0.8156666666666667,0.18433333333333332,0.18433333333333332,-0.07013772298365861
"[16, 32]",tanh,250,0.001,128,0.8121666666666667,0.18783333333333332,0.18783333333333332,-0.09045679367322168
"[16, 32]",tanh,250,0.001,256,0.8146666666666667,0.18533333333333332,0.18533333333333332,-0.0759431717521053
"[16, 32]",tanh,250,0.001,512,0.8146666666666667,0.18533333333333332,0.18533333333333332,-0.0759431717521053
"[16, 32]",tanh,250,0.0001,16,0.7855,0.2145,0.2145,-0.24526876083179805
"[16, 32]",tanh,250,0.0001,32,0.7915,0.2085,0.2085,-0.21043606822111838
"[16, 32]",tanh,250,0.0001,64,0.7848333333333334,0.21516666666666667,0.21516666666666667,-0.24913906001076258
"[16, 32]",tanh,250,0.0001,128,0.7388333333333333,0.26116666666666666,0.26116666666666666,-0.5161897033593066
"[16, 32]",tanh,250,0.0001,256,0.7985,0.2015,0.2015,-0.16979792684199224
"[16, 32]",tanh,250,0.0001,512,0.6911666666666667,0.30883333333333335,0.30883333333333335,-0.7929160946552618
"[16, 32]",linear,1,10.0,16,0.7425,0.2575,0.2575,-0.49490305787500244
"[16, 32]",linear,1,10.0,32,0.7356666666666667,0.2643333333333333,0.2643333333333333,-0.5345736244593875
"[16, 32]",linear,1,10.0,64,0.5681666666666667,0.43183333333333335,0.43183333333333335,-1.506986293174195
"[16, 32]",linear,1,10.0,128,0.41683333333333333,0.5831666666666667,0.5831666666666667,-2.3855442067991155
"[16, 32]",linear,1,10.0,256,0.5645,0.4355,0.4355,-1.5282729386584992
"[16, 32]",linear,1,10.0,512,0.4185,0.5815,0.5815,-2.3758684588517043
"[16, 32]",linear,1,1.0,16,0.44866666666666666,0.5513333333333333,0.5513333333333333,-2.200737421003565
"[16, 32]",linear,1,1.0,32,0.5713333333333334,0.42866666666666664,0.42866666666666664,-1.488602372074114
"[16, 32]",linear,1,1.0,64,0.3293333333333333,0.6706666666666666,0.6706666666666666,-2.8935209740381937
"[16, 32]",linear,1,1.0,128,0.5791666666666667,0.42083333333333334,0.42083333333333334,-1.4431263567212822
"[16, 32]",linear,1,1.0,256,0.6633333333333333,0.33666666666666667,0.33666666666666667,-0.9545010853770257
"[16, 32]",linear,1,1.0,512,0.4855,0.5145,0.5145,-1.9869033913657814
"[16, 32]",linear,1,0.1,16,0.7088333333333333,0.2911666666666667,0.2911666666666667,-0.6903531664127049
"[16, 32]",linear,1,0.1,32,0.7771666666666667,0.22283333333333333,0.22283333333333333,-0.29364750056885325
"[16, 32]",linear,1,0.1,64,0.7131666666666666,0.28683333333333333,0.28683333333333333,-0.6651962217494363
"[16, 32]",linear,1,0.1,128,0.6748333333333333,0.32516666666666666,0.32516666666666666,-0.8877384245398896
"[16, 32]",linear,1,0.1,256,0.7493333333333333,0.25066666666666665,0.25066666666666665,-0.45523249129061716
"[16, 32]",linear,1,0.1,512,0.7518333333333334,0.24816666666666667,0.24816666666666667,-0.44071886936950055
"[16, 32]",linear,1,0.01,16,0.7943333333333333,0.20566666666666666,0.20566666666666666,-0.19398729671051962
"[16, 32]",linear,1,0.01,32,0.7561666666666667,0.24383333333333335,0.24383333333333335,-0.4155619247062321
"[16, 32]",linear,1,0.01,64,0.7343333333333333,0.26566666666666666,0.26566666666666666,-0.5423142228173163
"[16, 32]",linear,1,0.01,128,0.779,0.221,0.221,-0.28300417782670095
"[16, 32]",linear,1,0.01,256,0.778,0.222,0.222,-0.28880962659514764
"[16, 32]",linear,1,0.01,512,0.795,0.205,0.205,-0.1901169975315553
"[16, 32]",linear,1,0.001,16,0.6906666666666667,0.30933333333333335,0.30933333333333335,-0.795818819039485
"[16, 32]",linear,1,0.001,32,0.572,0.428,0.428,-1.4847320728951496
"[16, 32]",linear,1,0.001,64,0.4535,0.5465,0.5465,-2.172677751956073
"[16, 32]",linear,1,0.001,128,0.7305,0.2695,0.2695,-0.5645684430963618
"[16, 32]",linear,1,0.001,256,0.2733333333333333,0.7266666666666667,0.7266666666666667,-3.2186261050712037
"[16, 32]",linear,1,0.001,512,0.6425,0.3575,0.3575,-1.0754479347196635
"[16, 32]",linear,1,0.0001,16,0.7073333333333334,0.2926666666666667,0.2926666666666667,-0.6990613395653749
"[16, 32]",linear,1,0.0001,32,0.24533333333333332,0.7546666666666667,0.7546666666666667,-3.381178670587709
"[16, 32]",linear,1,0.0001,64,0.6786666666666666,0.32133333333333336,0.32133333333333336,-0.8654842042608444
"[16, 32]",linear,1,0.0001,128,0.4995,0.5005,0.5005,-1.9056271086075287
"[16, 32]",linear,1,0.0001,256,0.31566666666666665,0.6843333333333333,0.6843333333333333,-2.9728621072069643
"[16, 32]",linear,1,0.0001,512,0.59,0.41,0.41,-1.3802339950631106
"[16, 32]",linear,10,10.0,16,0.6945,0.3055,0.3055,-0.7735645987604396
"[16, 32]",linear,10,10.0,32,0.7203333333333334,0.2796666666666667,0.2796666666666667,-0.6235905055755688
"[16, 32]",linear,10,10.0,64,0.759,0.241,0.241,-0.39911315319563334
"[16, 32]",linear,10,10.0,128,0.5933333333333334,0.4066666666666667,0.4066666666666667,-1.3608824991682886
"[16, 32]",linear,10,10.0,256,0.6495,0.3505,0.3505,-1.0348097933405374
"[16, 32]",linear,10,10.0,512,0.617,0.383,0.383,-1.223486878315052
"[16, 32]",linear,10,1.0,16,0.6045,0.3955,0.3955,-1.296054987920635
"[16, 32]",linear,10,1.0,32,0.6255,0.3745,0.3745,-1.174140563783256
"[16, 32]",linear,10,1.0,64,0.2955,0.7045,0.7045,-3.089938657370637
"[16, 32]",linear,10,1.0,128,0.535,0.465,0.465,-1.6995336773276741
"[16, 32]",linear,10,1.0,256,0.677,0.323,0.323,-0.8751599522082554
"[16, 32]",linear,10,1.0,512,0.6621666666666667,0.3378333333333333,0.3378333333333333,-0.9612741089402135
"[16, 32]",linear,10,0.1,16,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
"[16, 32]",linear,10,0.1,32,0.795,0.205,0.205,-0.1901169975315553
"[16, 32]",linear,10,0.1,64,0.743,0.257,0.257,-0.492000333490779
"[16, 32]",linear,10,0.1,128,0.7265,0.2735,0.2735,-0.5877902381701481
"[16, 32]",linear,10,0.1,256,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
"[16, 32]",linear,10,0.1,512,0.789,0.211,0.211,-0.22494969014223498
"[16, 32]",linear,10,0.01,16,0.7923333333333333,0.20766666666666667,0.20766666666666667,-0.205598194247413
"[16, 32]",linear,10,0.01,32,0.7951666666666667,0.20483333333333334,0.20483333333333334,-0.18914942273681423
"[16, 32]",linear,10,0.01,64,0.7885,0.2115,0.2115,-0.2278524145264582
"[16, 32]",linear,10,0.01,128,0.792,0.208,0.208,-0.20753334383689515
"[16, 32]",linear,10,0.01,256,0.8043333333333333,0.19566666666666666,0.19566666666666666,-0.13593280902605365
"[16, 32]",linear,10,0.01,512,0.8023333333333333,0.19766666666666666,0.19766666666666666,-0.1475437065629468
"[16, 32]",linear,10,0.001,16,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
"[16, 32]",linear,10,0.001,32,0.7806666666666666,0.21933333333333332,0.21933333333333332,-0.27332842987928996
"[16, 32]",linear,10,0.001,64,0.5986666666666667,0.4013333333333333,0.4013333333333333,-1.3299201057365733
"[16, 32]",linear,10,0.001,128,0.7073333333333334,0.2926666666666667,0.2926666666666667,-0.6990613395653749
"[16, 32]",linear,10,0.001,256,0.7755,0.2245,0.2245,-0.30332324851626424
"[16, 32]",linear,10,0.001,512,0.7758333333333334,0.22416666666666665,0.22416666666666665,-0.3013880989267821
"[16, 32]",linear,10,0.0001,16,0.298,0.702,0.702,-3.0754250354495207
"[16, 32]",linear,10,0.0001,32,0.6668333333333333,0.33316666666666667,0.33316666666666667,-0.9341820146874626
"[16, 32]",linear,10,0.0001,64,0.25333333333333335,0.7466666666666667,0.7466666666666667,-3.3347350804401366
"[16, 32]",linear,10,0.0001,128,0.4051666666666667,0.5948333333333333,0.5948333333333333,-2.4532744424309927
"[16, 32]",linear,10,0.0001,256,0.302,0.698,0.698,-3.052203240375735
"[16, 32]",linear,10,0.0001,512,0.41133333333333333,0.5886666666666667,0.5886666666666667,-2.4174741750255717
"[16, 32]",linear,25,10.0,16,0.5493333333333333,0.45066666666666666,0.45066666666666666,-1.6163222449799393
"[16, 32]",linear,25,10.0,32,0.4098333333333333,0.5901666666666666,0.5901666666666666,-2.4261823481782416
"[16, 32]",linear,25,10.0,64,0.7945,0.2055,0.2055,-0.19301972191577854
"[16, 32]",linear,25,10.0,128,0.226,0.774,0.774,-3.493417346777677
"[16, 32]",linear,25,10.0,256,0.5841666666666666,0.41583333333333333,0.41583333333333333,-1.414099112879049
"[16, 32]",linear,25,10.0,512,0.799,0.201,0.201,-0.1668952024577688
"[16, 32]",linear,25,1.0,16,0.33016666666666666,0.6698333333333333,0.6698333333333333,-2.888683100064488
"[16, 32]",linear,25,1.0,32,0.7491666666666666,0.25083333333333335,0.25083333333333335,-0.45620006608535824
"[16, 32]",linear,25,1.0,64,0.5545,0.4455,0.4455,-1.5863274263429652
"[16, 32]",linear,25,1.0,128,0.7716666666666666,0.22833333333333333,0.22833333333333333,-0.32557746879530947
"[16, 32]",linear,25,1.0,256,0.7606666666666667,0.23933333333333334,0.23933333333333334,-0.38943740524822235
"[16, 32]",linear,25,1.0,512,0.7221666666666666,0.2778333333333333,0.2778333333333333,-0.6129471828334168
"[16, 32]",linear,25,0.1,16,0.7956666666666666,0.20433333333333334,0.20433333333333334,-0.18624669835259078
"[16, 32]",linear,25,0.1,32,0.81,0.19,0.19,-0.10303526600485613
"[16, 32]",linear,25,0.1,64,0.8008333333333333,0.19916666666666666,0.19916666666666666,-0.15625187971561671
"[16, 32]",linear,25,0.1,128,0.807,0.193,0.193,-0.12045161231019597
"[16, 32]",linear,25,0.1,256,0.7811666666666667,0.21883333333333332,0.21883333333333332,-0.2704257054950667
"[16, 32]",linear,25,0.1,512,0.7868333333333334,0.21316666666666667,0.21316666666666667,-0.2375281624738692
"[16, 32]",linear,25,0.01,16,0.8055,0.1945,0.1945,-0.12915978546286588
"[16, 32]",linear,25,0.01,32,0.8093333333333333,0.19066666666666668,0.19066666666666668,-0.10690556518382044
"[16, 32]",linear,25,0.01,64,0.812,0.188,0.188,-0.09142436846796298
"[16, 32]",linear,25,0.01,128,0.8075,0.1925,0.1925,-0.11754888792597273
"[16, 32]",linear,25,0.01,256,0.812,0.188,0.188,-0.09142436846796298
"[16, 32]",linear,25,0.01,512,0.8091666666666667,0.19083333333333333,0.19083333333333333,-0.10787313997856152
"[16, 32]",linear,25,0.001,16,0.7856666666666666,0.21433333333333332,0.21433333333333332,-0.24430118603705697
"[16, 32]",linear,25,0.001,32,0.8061666666666667,0.19383333333333333,0.19383333333333333,-0.12528948628390135
"[16, 32]",linear,25,0.001,64,0.8016666666666666,0.19833333333333333,0.19833333333333333,-0.1514140057419111
"[16, 32]",linear,25,0.001,128,0.7948333333333333,0.20516666666666666,0.20516666666666666,-0.1910845723262964
"[16, 32]",linear,25,0.001,256,0.7796666666666666,0.22033333333333333,0.22033333333333333,-0.27913387864773664
"[16, 32]",linear,25,0.001,512,0.8018333333333333,0.19816666666666666,0.19816666666666666,-0.15044643094717003
"[16, 32]",linear,25,0.0001,16,0.7306666666666667,0.2693333333333333,0.2693333333333333,-0.5636008683016205
