hidden_layers,activation,epochs,lr,batch_size,mae,mse,r2
"[16, 32]",linear,50,0.0001,256,3327.3022174859534,131742232.48102342,-0.09173977375030518
"[16, 32]",linear,50,0.0001,512,3327.46894065399,131743626.68692724,-0.0917513370513916
"[16, 32]",linear,100,0.1,16,3002.2202461138995,117953662.2555396,0.022525250911712646
"[16, 32]",linear,100,0.1,32,3000.250212938672,117949130.80419585,0.02256298065185547
"[16, 32]",linear,100,0.1,64,2998.7280901965282,117950244.98360856,0.022553563117980957
"[16, 32]",linear,100,0.1,128,2999.1664873021655,117945731.86689118,0.022591114044189453
"[16, 32]",linear,100,0.1,256,2999.117660179913,117945167.52236255,0.02259582281112671
"[16, 32]",linear,100,0.1,512,2999.1988148659802,117949689.18125647,0.022558271884918213
"[16, 32]",linear,100,0.01,16,2803.1879958349905,122663342.8084063,-0.016503453254699707
"[16, 32]",linear,100,0.01,32,2796.1561062106466,122543841.50436945,-0.015513181686401367
"[16, 32]",linear,100,0.01,64,2805.532169082093,122651261.64114091,-0.01640331745147705
"[16, 32]",linear,100,0.01,128,2758.5333322724864,122303933.82358672,-0.013525128364562988
"[16, 32]",linear,100,0.01,256,2769.6529748638695,122363828.57196832,-0.014021515846252441
"[16, 32]",linear,100,0.01,512,2809.745618320057,122668351.65670002,-0.01654505729675293
"[16, 32]",linear,100,0.001,16,3324.1961375053547,131694774.22342329,-0.09134650230407715
"[16, 32]",linear,100,0.001,32,3323.8462094147476,131693545.32042001,-0.09133625030517578
"[16, 32]",linear,100,0.001,64,3323.6308598253668,131680463.58131392,-0.09122788906097412
"[16, 32]",linear,100,0.001,128,3323.5378739326275,131683431.47417082,-0.09125244617462158
"[16, 32]",linear,100,0.001,256,3324.401190584333,131692683.92722747,-0.09132897853851318
"[16, 32]",linear,100,0.001,512,3324.1581385535105,131690434.84631422,-0.09131050109863281
"[16, 32]",linear,100,0.0001,16,3327.5846082061234,131744479.44006842,-0.0917583703994751
"[16, 32]",linear,100,0.0001,32,3327.1541682529423,131741144.40447704,-0.09173071384429932
"[16, 32]",linear,100,0.0001,64,3327.3523721137512,131742879.90927178,-0.09174501895904541
"[16, 32]",linear,100,0.0001,128,3327.1303154445554,131741120.00740302,-0.09173059463500977
"[16, 32]",linear,100,0.0001,256,3327.253570768121,131741806.74317805,-0.09173619747161865
"[16, 32]",linear,100,0.0001,512,3327.552535041558,131743958.07884659,-0.09175407886505127
"[16, 32]",linear,250,0.1,16,3008.755677329049,117948332.15533723,0.022569477558135986
"[16, 32]",linear,250,0.1,32,3008.7543160556047,117948335.04283,0.022569358348846436
"[16, 32]",linear,250,0.1,64,3008.7563907165277,117948327.63163012,0.022569358348846436
"[16, 32]",linear,250,0.1,128,3008.7567909750455,117948331.65965945,0.022569477558135986
"[16, 32]",linear,250,0.1,256,3008.7554102051017,117948337.27977306,0.022569358348846436
"[16, 32]",linear,250,0.1,512,3008.909239671197,117948172.21758956,0.022570908069610596
"[16, 32]",linear,250,0.01,16,3008.591181735581,117947973.79596412,0.02257251739501953
"[16, 32]",linear,250,0.01,32,3008.63911174053,117947913.05341266,0.022572994232177734
"[16, 32]",linear,250,0.01,64,3008.7258817853985,117947982.92324084,0.02257239818572998
"[16, 32]",linear,250,0.01,128,3008.6829916761235,117948194.835035,0.022570669651031494
"[16, 32]",linear,250,0.01,256,3008.546912323077,117947667.33509235,0.022575020790100098
"[16, 32]",linear,250,0.01,512,3008.6286400483345,117947701.77739194,0.02257460355758667
"[16, 32]",linear,250,0.001,16,3272.1586049835614,130628171.1212057,-0.08250761032104492
"[16, 32]",linear,250,0.001,32,3274.563757485287,130720377.76620443,-0.08327162265777588
"[16, 32]",linear,250,0.001,64,3277.2738657879986,130685149.45116782,-0.08297967910766602
"[16, 32]",linear,250,0.001,128,3275.1482186377825,130621349.98361957,-0.08245110511779785
"[16, 32]",linear,250,0.001,256,3272.899885698952,130632432.64351463,-0.08254289627075195
"[16, 32]",linear,250,0.001,512,3276.474297816914,130657852.4660781,-0.08275353908538818
"[16, 32]",linear,250,0.0001,16,3327.0382036767764,131740092.79072444,-0.09172201156616211
"[16, 32]",linear,250,0.0001,32,3327.367842560839,131742093.61855814,-0.09173858165740967
"[16, 32]",linear,250,0.0001,64,3327.016698468315,131738479.13048929,-0.09170854091644287
"[16, 32]",linear,250,0.0001,128,3326.9582089609235,131739076.29765952,-0.091713547706604
"[16, 32]",linear,250,0.0001,256,3327.1260124265277,131740396.1591,-0.09172439575195312
"[16, 32]",linear,250,0.0001,512,3326.9033769068187,131739284.61240743,-0.09171533584594727
"[16, 32]",sigmoid,1,0.1,16,3324.9157821495846,131726723.13773333,-0.09161114692687988
"[16, 32]",sigmoid,1,0.1,32,3325.2567608328814,131729153.66263412,-0.09163129329681396
"[16, 32]",sigmoid,1,0.1,64,3324.4803398493214,131724030.81369397,-0.09158885478973389
"[16, 32]",sigmoid,1,0.1,128,3325.118907815196,131728082.32343757,-0.09162247180938721
"[16, 32]",sigmoid,1,0.1,256,3325.3520511547395,131729725.01636882,-0.091636061668396
"[16, 32]",sigmoid,1,0.1,512,3325.0697495562686,131727920.67905594,-0.0916210412979126
"[16, 32]",sigmoid,1,0.01,16,3327.7158258042123,131745513.91359922,-0.09176695346832275
"[16, 32]",sigmoid,1,0.01,32,3326.7705238392186,131739232.35889347,-0.09171473979949951
"[16, 32]",sigmoid,1,0.01,64,3327.596863970106,131744738.9429405,-0.09176051616668701
"[16, 32]",sigmoid,1,0.01,128,3327.311293115148,131742824.7861794,-0.09174466133117676
"[16, 32]",sigmoid,1,0.01,256,3327.156492202884,131741792.92942214,-0.0917360782623291
"[16, 32]",sigmoid,1,0.01,512,3327.634117069713,131744986.90217344,-0.09176266193389893
"[16, 32]",sigmoid,1,0.001,16,3328.0843084569024,131747981.73575257,-0.09178745746612549
"[16, 32]",sigmoid,1,0.001,32,3327.2294752210914,131742288.67325456,-0.09174025058746338
"[16, 32]",sigmoid,1,0.001,64,3327.16182447112,131741850.22083986,-0.0917365550994873
"[16, 32]",sigmoid,1,0.001,128,3327.0099216113476,131740831.9295539,-0.09172821044921875
"[16, 32]",sigmoid,1,0.001,256,3327.830355597814,131746295.52546112,-0.0917733907699585
"[16, 32]",sigmoid,1,0.001,512,3326.8282726780135,131739625.70859176,-0.09171819686889648
"[16, 32]",sigmoid,1,0.0001,16,3326.8371764626986,131739683.14665504,-0.09171855449676514
"[16, 32]",sigmoid,1,0.0001,32,3327.872363478667,131746570.64220034,-0.09177565574645996
"[16, 32]",sigmoid,1,0.0001,64,3327.7398606469087,131745688.25008348,-0.09176838397979736
"[16, 32]",sigmoid,1,0.0001,128,3327.2278073777456,131742298.8274606,-0.09174025058746338
"[16, 32]",sigmoid,1,0.0001,256,3327.892984119561,131746712.19705175,-0.09177684783935547
"[16, 32]",sigmoid,1,0.0001,512,3327.178816497963,131741939.5108652,-0.09173727035522461
"[16, 32]",sigmoid,10,0.1,16,3299.652803065723,131559482.75396982,-0.0902252197265625
"[16, 32]",sigmoid,10,0.1,32,3297.8390686512894,131547568.82362843,-0.0901263952255249
"[16, 32]",sigmoid,10,0.1,64,3298.579693945679,131552348.95211089,-0.09016621112823486
"[16, 32]",sigmoid,10,0.1,128,3296.6893415117884,131539846.65047257,-0.09006249904632568
"[16, 32]",sigmoid,10,0.1,256,3295.258898091686,131530377.73366997,-0.08998405933380127
"[16, 32]",sigmoid,10,0.1,512,3300.654337131867,131566071.48041409,-0.09027993679046631
"[16, 32]",sigmoid,10,0.01,16,3325.257866724997,131729012.43109988,-0.09163010120391846
"[16, 32]",sigmoid,10,0.01,32,3325.05062949247,131727673.60747904,-0.09161901473999023
"[16, 32]",sigmoid,10,0.01,64,3325.0975715197537,131727882.97066742,-0.0916208028793335
"[16, 32]",sigmoid,10,0.01,128,3325.141045848574,131728229.38500986,-0.09162366390228271
"[16, 32]",sigmoid,10,0.01,256,3325.8374823987942,131732873.97566682,-0.09166204929351807
"[16, 32]",sigmoid,10,0.01,512,3325.2330919707283,131728797.95339726,-0.0916283130645752
"[16, 32]",sigmoid,10,0.001,16,3327.276851922129,131742606.13005203,-0.09174299240112305
"[16, 32]",sigmoid,10,0.001,32,3326.69126147122,131738700.34521294,-0.09171044826507568
"[16, 32]",sigmoid,10,0.001,64,3327.2782786157836,131742629.79557757,-0.09174299240112305
"[16, 32]",sigmoid,10,0.001,128,3327.0053321005967,131740794.18567905,-0.0917278528213501
"[16, 32]",sigmoid,10,0.001,256,3327.330863128185,131742963.09492666,-0.09174585342407227
"[16, 32]",sigmoid,10,0.001,512,3327.026418215879,131740939.62063965,-0.09172892570495605
"[16, 32]",sigmoid,10,0.0001,16,3327.646476041932,131745055.06895745,-0.09176313877105713
"[16, 32]",sigmoid,10,0.0001,32,3327.3519047246677,131743091.7645547,-0.09174704551696777
"[16, 32]",sigmoid,10,0.0001,64,3327.0615580755566,131741178.32544455,-0.09173107147216797
"[16, 32]",sigmoid,10,0.0001,128,3327.0968712479053,131741406.95986888,-0.09173285961151123
"[16, 32]",sigmoid,10,0.0001,256,3327.5545154978527,131744453.46083951,-0.09175825119018555
"[16, 32]",sigmoid,10,0.0001,512,3327.1648866037076,131741851.99402331,-0.0917365550994873
"[16, 32]",sigmoid,25,0.1,16,3246.0882453057275,131208550.083023,-0.08731698989868164
"[16, 32]",sigmoid,25,0.1,32,3243.8892193939905,131194242.6190941,-0.08719837665557861
"[16, 32]",sigmoid,25,0.1,64,3244.974479145113,131201302.54454595,-0.0872570276260376
"[16, 32]",sigmoid,25,0.1,128,3244.633748017339,131199085.64377758,-0.08723855018615723
"[16, 32]",sigmoid,25,0.1,256,3246.9860562264266,131214393.30909568,-0.08736550807952881
"[16, 32]",sigmoid,25,0.1,512,3244.0569247109756,131195333.39413504,-0.08720755577087402
"[16, 32]",sigmoid,25,0.01,16,3319.2735784019824,131688833.31277472,-0.09129714965820312
"[16, 32]",sigmoid,25,0.01,32,3320.2316081783392,131695162.40671888,-0.09134960174560547
"[16, 32]",sigmoid,25,0.01,64,3320.400864354688,131696419.8962983,-0.09136009216308594
"[16, 32]",sigmoid,25,0.01,128,3320.8103282262496,131699133.28179029,-0.09138250350952148
"[16, 32]",sigmoid,25,0.01,256,3321.948154372666,131706795.5763564,-0.0914459228515625
"[16, 32]",sigmoid,25,0.01,512,3320.8328816915073,131699290.98132284,-0.0913839340209961
"[16, 32]",sigmoid,25,0.001,16,3326.922628964733,131740235.30354242,-0.09172332286834717
"[16, 32]",sigmoid,25,0.001,32,3327.051868906447,131741074.13873112,-0.09173011779785156
"[16, 32]",sigmoid,25,0.001,64,3327.330933760198,131742940.93082362,-0.09174573421478271
"[16, 32]",sigmoid,25,0.001,128,3327.316181171497,131742836.36694284,-0.09174478054046631
"[16, 32]",sigmoid,25,0.001,256,3327.165113344189,131741838.98617578,-0.09173643589019775
"[16, 32]",sigmoid,25,0.001,512,3326.869163932235,131739855.7544796,-0.09171998500823975
"[16, 32]",sigmoid,25,0.0001,16,3327.341105748275,131743012.95938964,-0.09174633026123047
"[16, 32]",sigmoid,25,0.0001,32,3327.0725091959644,131741232.15005745,-0.09173142910003662
"[16, 32]",sigmoid,25,0.0001,64,3327.715874968685,131745515.81784637,-0.09176695346832275
"[16, 32]",sigmoid,25,0.0001,128,3327.178475818381,131741963.77352747,-0.09173750877380371
"[16, 32]",sigmoid,25,0.0001,256,3328.265672027937,131749169.90114422,-0.09179723262786865
"[16, 32]",sigmoid,25,0.0001,512,3327.61126382757,131744827.52372949,-0.09176123142242432
"[16, 32]",sigmoid,50,0.1,16,3159.6613366517554,130652736.4033683,-0.0827111005783081
"[16, 32]",sigmoid,50,0.1,32,3158.9236834022463,130648050.30538242,-0.08267223834991455
"[16, 32]",sigmoid,50,0.1,64,3159.9271503707805,130654425.4216812,-0.0827251672744751
"[16, 32]",sigmoid,50,0.1,128,3159.9829024412184,130654779.9326777,-0.08272802829742432
"[16, 32]",sigmoid,50,0.1,256,3158.4087911859137,130644779.79642138,-0.08264517784118652
"[16, 32]",sigmoid,50,0.1,512,3159.279097619732,130650308.09763028,-0.08269095420837402
"[16, 32]",sigmoid,50,0.01,16,3311.397618206441,131636821.17520565,-0.0908663272857666
"[16, 32]",sigmoid,50,0.01,32,3309.6235641816747,131625227.45843495,-0.09077000617980957
"[16, 32]",sigmoid,50,0.01,64,3311.569444363859,131637944.62238832,-0.09087538719177246
"[16, 32]",sigmoid,50,0.01,128,3310.4416532339674,131630543.74464542,-0.09081411361694336
"[16, 32]",sigmoid,50,0.01,256,3312.4176074663196,131643560.19056107,-0.09092199802398682
"[16, 32]",sigmoid,50,0.01,512,3309.426481957062,131623878.6967482,-0.09075891971588135
"[16, 32]",sigmoid,50,0.001,16,3326.645328214211,131738361.59419726,-0.09170770645141602
"[16, 32]",sigmoid,50,0.001,32,3326.206993298327,131735419.31717362,-0.0916832685470581
"[16, 32]",sigmoid,50,0.001,64,3325.9220296431795,131733485.44669475,-0.0916672945022583
"[16, 32]",sigmoid,50,0.001,128,3326.395966765882,131736667.43454097,-0.09169352054595947
"[16, 32]",sigmoid,50,0.001,256,3326.239219013011,131735624.54604802,-0.09168481826782227
"[16, 32]",sigmoid,50,0.001,512,3326.3363000992977,131736307.40388408,-0.09169065952301025
"[16, 32]",sigmoid,50,0.0001,16,3327.512588253461,131744177.8030227,-0.09175586700439453
"[16, 32]",sigmoid,50,0.0001,32,3327.5256456390143,131744236.31600338,-0.09175634384155273
"[16, 32]",sigmoid,50,0.0001,64,3327.5928303008272,131744691.57724033,-0.09176003932952881
"[16, 32]",sigmoid,50,0.0001,128,3327.5628804456474,131744512.73110335,-0.0917586088180542
"[16, 32]",sigmoid,50,0.0001,256,3327.2401174076354,131742355.929041,-0.09174072742462158
"[16, 32]",sigmoid,50,0.0001,512,3327.6497887649966,131745096.91670853,-0.09176337718963623
"[16, 32]",sigmoid,100,0.1,16,2995.5660158951896,129632599.4768251,-0.0742572546005249
"[16, 32]",sigmoid,100,0.1,32,2994.7945479009204,129627913.9466149,-0.07421839237213135
"[16, 32]",sigmoid,100,0.1,64,2994.7732955926845,129627784.953489,-0.07421743869781494
"[16, 32]",sigmoid,100,0.1,128,2995.241403407235,129630627.8118973,-0.074241042137146
"[16, 32]",sigmoid,100,0.1,256,2994.594096127608,129626696.68061502,-0.07420837879180908
"[16, 32]",sigmoid,100,0.1,512,2994.661944763284,129627108.74208352,-0.0742117166519165
"[16, 32]",sigmoid,100,0.01,16,3291.18645172225,131503663.06701668,-0.08976268768310547
"[16, 32]",sigmoid,100,0.01,32,3290.240655344091,131497438.7920305,-0.08971118927001953
"[16, 32]",sigmoid,100,0.01,64,3290.627906999457,131499984.18748923,-0.08973217010498047
"[16, 32]",sigmoid,100,0.01,128,3291.01940049715,131502561.43166137,-0.08975350856781006
"[16, 32]",sigmoid,100,0.01,256,3290.605045545205,131499840.88737006,-0.08973109722137451
"[16, 32]",sigmoid,100,0.01,512,3290.1614908831075,131496915.59113112,-0.08970677852630615
"[16, 32]",sigmoid,100,0.001,16,3325.398926929953,131729891.56019638,-0.0916374921798706
"[16, 32]",sigmoid,100,0.001,32,3323.9949004046025,131720333.3068652,-0.09155821800231934
"[16, 32]",sigmoid,100,0.001,64,3324.969248796264,131727000.1464568,-0.0916135311126709
"[16, 32]",sigmoid,100,0.001,128,3325.3151723954697,131729297.66103688,-0.09163248538970947
"[16, 32]",sigmoid,100,0.001,256,3324.40814466533,131723164.0464706,-0.09158170223236084
"[16, 32]",sigmoid,100,0.001,512,3325.1380070506407,131728144.4252753,-0.09162306785583496
"[16, 32]",sigmoid,100,0.0001,16,3326.8296856863876,131739603.21760179,-0.09171783924102783
"[16, 32]",sigmoid,100,0.0001,32,3326.9931349353096,131740707.45433658,-0.09172713756561279
"[16, 32]",sigmoid,100,0.0001,64,3327.1714967030443,131741886.40465498,-0.09173691272735596
"[16, 32]",sigmoid,100,0.0001,128,3327.3685905929924,131743200.80539905,-0.09174776077270508
"[16, 32]",sigmoid,100,0.0001,256,3327.434823933134,131743648.9210587,-0.0917513370513916
"[16, 32]",sigmoid,100,0.0001,512,3327.373872782757,131743254.54731631,-0.09174811840057373
"[16, 32]",sigmoid,250,0.1,16,2585.2741993810178,127070831.54953176,-0.053028106689453125
"[16, 32]",sigmoid,250,0.1,32,2586.6708110530767,127081158.3621087,-0.05311381816864014
"[16, 32]",sigmoid,250,0.1,64,2584.0618936358524,127061849.70636472,-0.05295372009277344
"[16, 32]",sigmoid,250,0.1,128,2585.192056614268,127070223.93958189,-0.05302298069000244
"[16, 32]",sigmoid,250,0.1,256,2585.759940732546,127074425.14008111,-0.05305790901184082
"[16, 32]",sigmoid,250,0.1,512,2587.3775069522653,127086376.64469413,-0.05315697193145752
"[16, 32]",sigmoid,250,0.01,16,3237.3988514617677,131152050.49547772,-0.08684885501861572
"[16, 32]",sigmoid,250,0.01,32,3237.749809653871,131154327.8203901,-0.0868678092956543
"[16, 32]",sigmoid,250,0.01,64,3237.3783735452557,131151915.27910846,-0.08684778213500977
"[16, 32]",sigmoid,250,0.01,128,3237.2102517387666,131150822.32844494,-0.0868387222290039
"[16, 32]",sigmoid,250,0.01,256,3237.6365735721192,131153592.01413682,-0.08686172962188721
"[16, 32]",sigmoid,250,0.01,512,3236.997547161686,131149441.73830949,-0.08682727813720703
"[16, 32]",sigmoid,250,0.001,16,3319.351299946208,131689405.01187505,-0.09130203723907471
"[16, 32]",sigmoid,250,0.001,32,3319.655766193165,131691426.70175123,-0.09131872653961182
"[16, 32]",sigmoid,250,0.001,64,3319.8827985904154,131693031.72823809,-0.09133195877075195
"[16, 32]",sigmoid,250,0.001,128,3320.4917283584377,131697062.69501121,-0.09136545658111572
"[16, 32]",sigmoid,250,0.001,256,3320.3977227831024,131696438.41437235,-0.09136021137237549
"[16, 32]",sigmoid,250,0.001,512,3319.411171258601,131689830.16738218,-0.09130549430847168
"[16, 32]",sigmoid,250,0.0001,16,3326.982572485793,131740637.95446883,-0.09172654151916504
"[16, 32]",sigmoid,250,0.0001,32,3327.0287680009274,131740924.33310455,-0.0917288064956665
"[16, 32]",sigmoid,250,0.0001,64,3326.972304094986,131740518.50543374,-0.09172534942626953
"[16, 32]",sigmoid,250,0.0001,128,3327.1765144070328,131741914.22461873,-0.09173703193664551
"[16, 32]",sigmoid,250,0.0001,256,3326.251194890758,131735761.98044097,-0.09168612957000732
"[16, 32]",sigmoid,250,0.0001,512,3327.352333514603,131743086.47046097,-0.09174680709838867
"[16, 32]",relu,1,0.1,16,3325.6814185723874,131727874.53637883,-0.0916208028793335
"[16, 32]",relu,1,0.1,32,3324.9950727065584,131724968.88989428,-0.09159660339355469
"[16, 32]",relu,1,0.1,64,3324.5005729784807,131717447.08558153,-0.09153437614440918
"[16, 32]",relu,1,0.1,128,3326.4668761333874,131736910.05247146,-0.09169554710388184
"[16, 32]",relu,1,0.1,256,3326.1055730119197,131733522.24447885,-0.0916675329208374
"[16, 32]",relu,1,0.1,512,3325.5673604087083,131728045.24845569,-0.0916222333908081
"[16, 32]",relu,1,0.01,16,3327.1871671403787,131742023.22648947,-0.09173798561096191
"[16, 32]",relu,1,0.01,32,3327.1917992135445,131741991.70112047,-0.09173774719238281
"[16, 32]",relu,1,0.01,64,3327.54075084177,131744262.4910067,-0.09175658226013184
"[16, 32]",relu,1,0.01,128,3327.4934500455574,131744015.24613029,-0.09175455570220947
"[16, 32]",relu,1,0.01,256,3327.530104533179,131744343.02325438,-0.09175729751586914
"[16, 32]",relu,1,0.01,512,3327.209545069854,131741915.37563764,-0.09173715114593506
"[16, 32]",relu,1,0.001,16,3327.542804311044,131744430.7360098,-0.0917578935623169
"[16, 32]",relu,1,0.001,32,3327.456322974065,131743694.56876686,-0.09175193309783936
"[16, 32]",relu,1,0.001,64,3327.3663101705934,131743276.84097303,-0.09174835681915283
"[16, 32]",relu,1,0.001,128,3327.429429780172,131743668.02041829,-0.09175169467926025
"[16, 32]",relu,1,0.001,256,3327.3189411255735,131742916.8470971,-0.09174537658691406
"[16, 32]",relu,1,0.001,512,3327.454270656039,131743867.98566586,-0.09175324440002441
"[16, 32]",relu,1,0.0001,16,3327.2884858534253,131742688.36768787,-0.0917435884475708
"[16, 32]",relu,1,0.0001,32,3327.370818986542,131743182.37346475,-0.09174764156341553
"[16, 32]",relu,1,0.0001,64,3327.361228400785,131743348.49662986,-0.09174907207489014
"[16, 32]",relu,1,0.0001,128,3327.2937678680564,131742694.47918683,-0.0917435884475708
"[16, 32]",relu,1,0.0001,256,3327.2697310514163,131742576.7245832,-0.0917426347732544
"[16, 32]",relu,1,0.0001,512,3327.3956756415714,131743407.13820943,-0.09174942970275879
"[16, 32]",relu,10,0.1,16,2917.625851692626,127838097.11396438,-0.059386372566223145
"[16, 32]",relu,10,0.1,32,3108.3308256815385,129656679.07824339,-0.07445681095123291
"[16, 32]",relu,10,0.1,64,2893.8477594190626,127184053.72682656,-0.053966403007507324
"[16, 32]",relu,10,0.1,128,2912.2612426638498,127963310.96849036,-0.060423970222473145
"[16, 32]",relu,10,0.1,256,2785.818741475939,126565500.06268084,-0.04884064197540283
"[16, 32]",relu,10,0.1,512,2845.7319889287505,127230671.6459468,-0.054352760314941406
"[16, 32]",relu,10,0.01,16,3325.53887221749,131725851.25583456,-0.09160399436950684
"[16, 32]",relu,10,0.01,32,3324.887131881332,131723433.70457985,-0.0915839672088623
"[16, 32]",relu,10,0.01,64,3325.7957083584834,131730862.08952536,-0.09164535999298096
"[16, 32]",relu,10,0.01,128,3325.535983558786,131727024.75870815,-0.09161376953125
"[16, 32]",relu,10,0.01,256,3325.1101623314494,131724517.99370629,-0.09159290790557861
"[16, 32]",relu,10,0.01,512,3325.1678749464895,131725938.73218793,-0.09160470962524414
"[16, 32]",relu,10,0.001,16,3327.4669803782053,131743752.7229668,-0.09175240993499756
"[16, 32]",relu,10,0.001,32,3327.3544144010434,131743091.0798207,-0.09174668788909912
"[16, 32]",relu,10,0.001,64,3327.4161930598866,131743570.06936917,-0.0917508602142334
"[16, 32]",relu,10,0.001,128,3327.4755754231437,131743853.74290042,-0.09175312519073486
"[16, 32]",relu,10,0.001,256,3327.3978068916367,131743322.35536134,-0.09174871444702148
"[16, 32]",relu,10,0.001,512,3327.369792880457,131743215.33478713,-0.09174787998199463
"[16, 32]",relu,10,0.0001,16,3327.402086412546,131743364.38154095,-0.09174919128417969
"[16, 32]",relu,10,0.0001,32,3327.3642735619123,131742960.1772463,-0.09174573421478271
"[16, 32]",relu,10,0.0001,64,3327.4339967613173,131743594.08360365,-0.09175097942352295
"[16, 32]",relu,10,0.0001,128,3327.395919832116,131743509.23580268,-0.09175026416778564
"[16, 32]",relu,10,0.0001,256,3327.3796415299958,131743565.04244787,-0.0917508602142334
"[16, 32]",relu,10,0.0001,512,3327.5908751247243,131744871.9240225,-0.09176158905029297
"[16, 32]",relu,25,0.1,16,3205.1559594421733,118958017.8668947,0.014202356338500977
"[16, 32]",relu,25,0.1,32,3113.398116182117,119127620.6516738,0.01279681921005249
"[16, 32]",relu,25,0.1,64,3395.431369373034,119483856.30886364,0.009844720363616943
"[16, 32]",relu,25,0.1,128,2891.7870488324975,119317027.92824988,0.011227190494537354
"[16, 32]",relu,25,0.1,256,3120.9373749121846,119110650.87892675,0.012937366962432861
"[16, 32]",relu,25,0.1,512,3041.81251634994,118865774.30651186,0.014966726303100586
"[16, 32]",relu,25,0.01,16,3308.28196632187,131573007.67083028,-0.09033739566802979
"[16, 32]",relu,25,0.01,32,3301.016631249928,131479293.52973185,-0.08956074714660645
"[16, 32]",relu,25,0.01,64,3311.4761633163953,131593266.8352913,-0.09050524234771729
"[16, 32]",relu,25,0.01,128,3306.115284727266,131553744.34322144,-0.09017765522003174
"[16, 32]",relu,25,0.01,256,3302.8974676791318,131495992.24854432,-0.0896991491317749
"[16, 32]",relu,25,0.01,512,3306.8287775566423,131544996.30930187,-0.09010517597198486
"[16, 32]",relu,25,0.001,16,3326.998253311767,131740406.92495804,-0.09172451496124268
"[16, 32]",relu,25,0.001,32,3327.2684279678947,131742437.5121298,-0.09174156188964844
"[16, 32]",relu,25,0.001,64,3327.065456215022,131740898.82534958,-0.09172868728637695
"[16, 32]",relu,25,0.001,128,3327.0813593427492,131740676.55276692,-0.09172666072845459
"[16, 32]",relu,25,0.001,256,3326.9519544426803,131739988.90758826,-0.09172117710113525
"[16, 32]",relu,25,0.001,512,3326.9821244028662,131740038.98043172,-0.0917215347290039
"[16, 32]",relu,25,0.0001,16,3327.248372828254,131742434.07602541,-0.09174132347106934
"[16, 32]",relu,25,0.0001,32,3327.4831572567823,131743844.72159953,-0.09175312519073486
"[16, 32]",relu,25,0.0001,64,3327.2947900871495,131742632.40478587,-0.0917431116104126
"[16, 32]",relu,25,0.0001,128,3327.4897972317153,131743951.64408632,-0.09175407886505127
"[16, 32]",relu,25,0.0001,256,3327.336884333852,131742970.77778019,-0.09174585342407227
"[16, 32]",relu,25,0.0001,512,3327.246289951821,131742305.51158783,-0.09174036979675293
"[16, 32]",relu,50,0.1,16,2972.031856002355,118197185.42408453,0.020507395267486572
"[16, 32]",relu,50,0.1,32,2939.0586724206137,118261371.49768484,0.019975364208221436
"[16, 32]",relu,50,0.1,64,2959.633289619568,118468635.76290694,0.01825791597366333
"[16, 32]",relu,50,0.1,128,2956.4723702569163,118515744.00800171,0.017867326736450195
"[16, 32]",relu,50,0.1,256,2983.014039244443,118291111.91080233,0.019728899002075195
"[16, 32]",relu,50,0.1,512,2965.189365247923,118565210.18278107,0.01745760440826416
"[16, 32]",relu,50,0.01,16,3141.0539576933024,129644537.76066639,-0.07435619831085205
"[16, 32]",relu,50,0.01,32,3163.022585344549,130308817.1578033,-0.07986104488372803
"[16, 32]",relu,50,0.01,64,3102.258998935799,129725269.3553208,-0.07502532005310059
"[16, 32]",relu,50,0.01,128,3140.665545251033,129805073.23752616,-0.07568657398223877
"[16, 32]",relu,50,0.01,256,3114.6355043703047,129727344.93628348,-0.07504236698150635
"[16, 32]",relu,50,0.01,512,3133.880609037717,129886258.04190062,-0.07635927200317383
"[16, 32]",relu,50,0.001,16,3326.4212756718425,131736039.9311169,-0.09168839454650879
"[16, 32]",relu,50,0.001,32,3326.444388854844,131735302.2256065,-0.0916823148727417
"[16, 32]",relu,50,0.001,64,3326.2300923340845,131733794.06298637,-0.09167003631591797
"[16, 32]",relu,50,0.001,128,3326.397883898381,131734868.48412193,-0.09167861938476562
"[16, 32]",relu,50,0.001,256,3326.819113069148,131738367.34459598,-0.09170770645141602
"[16, 32]",relu,50,0.001,512,3326.9604294466512,131739869.54498598,-0.0917201042175293
"[16, 32]",relu,50,0.0001,16,3327.6071267943826,131744861.06582047,-0.09176146984100342
"[16, 32]",relu,50,0.0001,32,3327.5139552280184,131744183.90015356,-0.09175598621368408
"[16, 32]",relu,50,0.0001,64,3327.288719350859,131742676.97838134,-0.09174346923828125
"[16, 32]",relu,50,0.0001,128,3327.3305832667265,131742886.52684584,-0.09174501895904541
"[16, 32]",relu,50,0.0001,256,3327.343125439595,131742980.54770531,-0.09174597263336182
"[16, 32]",relu,50,0.0001,512,3327.1738282352385,131741920.52922651,-0.09173703193664551
"[16, 32]",relu,100,0.1,16,3043.2179031593378,118163471.45577541,0.020786702632904053
"[16, 32]",relu,100,0.1,32,3045.0325862573245,118079546.07474874,0.02148216962814331
"[16, 32]",relu,100,0.1,64,3052.6153183955234,118077634.22132888,0.02149796485900879
"[16, 32]",relu,100,0.1,128,3051.983263704452,118093860.94179456,0.021363556385040283
"[16, 32]",relu,100,0.1,256,3057.5182223926804,118259532.95872693,0.01999068260192871
"[16, 32]",relu,100,0.1,512,3046.1061188333015,118163129.66215242,0.020789504051208496
